"tournament_name","winner","time","player","atp","score","odds","aces","df","fspp","fsp","ssp","bps","mpr","frp","srp","bpc","spw","rpw","tpw","mgr","sgw","rgw","tgw","tournament_court"
"Quito (Ecuador), clay - Semi-finals","1","07.02.2015 20:05","Estrella V.",84,2,"2.75",3,2,0.63,7,3,45,38,37,19,32,33,37,33,30,54,18,41,"clay "
"Quito (Ecuador), clay - Semi-finals","1","08.02.2015 01:50","Lopez F.",18,2,"2.62",8,4,0.66,6,3,44,34,53,25,11,38,36,29,29,54,10,37,"clay "
"Rio de Janeiro (Brazil), clay - Final","1","21.02.2016 23:45","Cuevas P.",20,2,"1.4",14,3,0.7,5,3,49,47,2,19,39,50,45,24,30,2,6,43,"clay "
"Rio de Janeiro (Brazil), clay - Final","0","22.02.2015 23:10","Fognini F.",38,0,"4",0,1,0.73,5,2,23,40,37,29,26,11,25,26,20,24,4,17,"clay "
"Rio de Janeiro (Brazil), clay - Final","1","23.02.2014 22:15","Nadal R.",5,2,"1.14",3,0,0.63,6,3,50,46,45,20,47,50,44,34,33,62,13,44,"clay "
"Rio de Janeiro (Brazil), clay - Quarter-finals","0","19.02.2016 18:45","Gimeno-Traver D.",117,1,"2.75",7,9,0.49,5,4,39,34,19,19,28,33,29,25,22,38,12,29,"clay "
"Rio de Janeiro (Brazil), clay - Quarter-finals","1","19.02.2016 21:45","Cuevas P.",20,2,"1.44",3,1,0.71,5,3,42,42,37,20,41,28,39,29,28,53,20,42,"clay "
"Rio de Janeiro (Brazil), clay - Quarter-finals","1","20.02.2016 02:30","Thiem D.",10,2,"2.5",6,3,0.5,6,5,47,49,45,37,45,34,40,40,35,60,42,57,"clay "
"Rio de Janeiro (Brazil), clay - Quarter-finals","0","20.02.2015 20:15","Monaco J.",95,1,"5",1,2,0.52,7,3,46,32,6,27,19,20,32,25,22,40,7,28,"clay "
"Rio de Janeiro (Brazil), clay - Quarter-finals","0","20.02.2015 22:45","Souza J.",119,1,"2.1",12,4,0.59,8,5,46,48,37,26,19,58,41,28,29,51,22,42,"clay "
"Rio de Janeiro (Brazil), clay - Quarter-finals","1","21.02.2015 01:40","Fognini F.",38,2,"1.5",3,3,0.54,7,4,36,49,47,19,34,24,35,32,28,53,17,40,"clay "
"Rio de Janeiro (Brazil), clay - Quarter-finals","1","21.02.2015 05:15","Nadal R.",5,2,"1.14",2,3,0.64,11,8,47,55,1,28,37,32,45,35,33,57,28,48,"clay "
"Rio de Janeiro (Brazil), clay - Semi-finals","1","20.02.2016 23:15","Pella G.",51,2,"5.5",2,0,0.65,11,5,52,49,2,39,34,26,46,40,35,2,37,57,"clay "
"Rio de Janeiro (Brazil), clay - Semi-finals","0","21.02.2016 02:00","Nadal R.",5,1,"1.16",3,2,0.63,5,3,34,46,40,17,25,8,34,23,24,53,5,34,"clay "
"Rio de Janeiro (Brazil), clay - Semi-finals","0","21.02.2015 22:25","Haider-Maurer A.",379,0,"9",0,3,0.53,6,2,16,23,7,27,39,55,13,35,18,12,26,19,"clay "
"Rio de Janeiro (Brazil), clay - Semi-finals","0","22.02.2015 00:20","Nadal R.",5,1,"1.08",0,6,0.62,5,5,35,33,19,26,30,34,29,32,25,36,24,35,"clay "
"Rio de Janeiro (Brazil), clay - Semi-finals","1","22.02.2014 22:10","Dolgopolov A.",58,2,"4.33",4,1,0.48,8,3,48,46,45,40,36,21,39,38,32,61,23,47,"clay "
"Rio de Janeiro (Brazil), clay - Semi-finals","1","23.02.2014 00:10","Nadal R.",5,2,"1.01",4,4,0.6,5,3,43,35,49,26,34,38,34,26,27,51,7,35,"clay "
"Rome (Italy), clay - Final","0","15.05.2016 18:15","Djokovic N.",1,0,"1.44",5,1,0.57,4,1,34,40,23,11,41,1,30,23,20,38,1,20,"clay "
"Rome (Italy), clay - Final","1","17.05.2015 18:00","Djokovic N.",1,2,"1.3",5,1,0.72,7,5,55,57,2,16,55,30,52,31,34,2,15,50,"clay "
"Rome (Italy), clay - Final","0","18.05.2014 17:20","Nadal R.",5,1,"1.72",0,2,0.75,5,4,25,33,28,22,37,50,25,27,21,29,22,30,"clay "
"Rome (Italy), clay - Quarter-finals","0","13.05.2016 15:35","Goffin D.",14,0,"4",1,1,0.68,4,2,17,22,23,28,31,43,15,33,18,8,33,19,"clay "
"Rome (Italy), clay - Quarter-finals","1","13.05.2016 17:35","Djokovic N.",1,2,"1.36",3,2,0.71,6,3,35,55,12,36,18,24,38,31,28,54,18,41,"clay "
"Rome (Italy), clay - Quarter-finals","0","13.05.2016 22:10","Thiem D.",10,0,"2.75",1,1,0.64,6,3,32,38,40,22,31,11,30,24,21,41,67,25,"clay "
"Rome (Italy), clay - Quarter-finals","0","15.05.2015 13:10","Goffin D.",14,1,"4.5",2,3,0.61,7,3,37,28,41,21,27,47,28,27,23,34,14,28,"clay "
"Rome (Italy), clay - Quarter-finals","0","15.05.2015 15:10","Berdych T.",8,0,"2.5",2,2,0.7,6,2,30,40,6,7,40,16,30,19,18,28,4,20,"clay "
"Rome (Italy), clay - Quarter-finals","1","15.05.2015 17:10","Djokovic N.",1,2,"1.2",3,2,0.68,6,5,55,38,37,33,26,38,45,31,32,63,18,47,"clay "
"Rome (Italy), clay - Quarter-finals","1","15.05.2015 22:40","Wawrinka S.",3,2,"5",1,2,0.57,5,5,35,47,48,27,58,43,34,34,29,51,33,47,"clay "
"Rome (Italy), clay - Quarter-finals","1","16.05.2014 13:10","Raonic M.",6,2,"1.33",14,2,0.64,7,3,58,29,41,19,43,34,42,31,31,58,22,46,"clay "
"Rome (Italy), clay - Quarter-finals","0","16.05.2014 15:40","Haas T.",1032,0,"2.75",1,0,0.72,3,1,19,46,45,20,4,1,23,13,15,24,1,14,"clay "
"Rome (Italy), clay - Quarter-finals","0","16.05.2014 17:15","Ferrer D.",13,1,"3.4",2,0,0.64,8,3,35,42,37,26,34,38,33,29,25,44,12,32,"clay "
"Rome (Italy), clay - Quarter-finals","1","16.05.2014 22:20","Nadal R.",5,2,"1.14",6,1,0.71,9,3,38,42,31,24,50,24,34,37,33,40,22,35,"clay "
"Rome (Italy), clay - Semi-finals","0","14.05.2016 16:25","Pouille L.",26,0,"9",4,3,0.54,4,1,35,23,23,69,6,1,23,6,12,19,1,9,"clay "
"Rome (Italy), clay - Semi-finals","1","14.05.2016 21:10","Djokovic N.",1,2,"1.14",5,2,0.71,6,5,41,38,34,32,31,6,37,32,27,51,6,34,"clay "
"Rome (Italy), clay - Semi-finals","1","16.05.2015 16:05","Djokovic N.",1,2,"1.12",4,0,0.67,10,3,38,57,2,15,50,30,40,25,30,2,13,47,"clay "
"Rome (Italy), clay - Semi-finals","0","16.05.2015 21:10","Wawrinka S.",3,0,"2.5",4,2,0.6,7,3,41,23,12,13,24,38,29,17,17,28,4,20,"clay "
"Rome (Italy), clay - Semi-finals","0","17.05.2014 15:25","Raonic M.",6,1,"6",17,3,0.67,6,2,46,35,40,22,24,5,38,23,26,53,49,32,"clay "
"Rome (Italy), clay - Semi-finals","1","17.05.2014 21:15","Nadal R.",5,2,"1.25",1,0,0.8,7,5,37,63,2,36,52,43,40,47,38,2,42,60,"clay "
"Rotterdam (Netherlands), hard - 1/16-finals","1","11.02.2014 12:10","Gulbis E.",101,2,"1.66",NA,NA,NA,NA,NA,48,NA,NA,39,NA,3,2,NA,2,2,NA,NA,"hard "
"Rotterdam (Netherlands), hard - 1/16-finals","1","11.02.2014 14:00","Cilic M.",9,2,"1.14",NA,NA,NA,NA,NA,45,NA,NA,48,NA,NA,2,NA,2,2,NA,NA,"hard "
"Rotterdam (Netherlands), hard - 1/16-finals","0","11.02.2014 15:20","Youzhny M.",63,0,"1.53",NA,NA,NA,NA,NA,21,NA,NA,21,NA,NA,2,NA,2,24,NA,NA,"hard "
"Rotterdam (Netherlands), hard - 1/16-finals","0","11.02.2014 20:45","Tursunov D.",415,1,"3.75",NA,NA,NA,NA,NA,15,NA,NA,31,NA,16,2,NA,2,9,NA,NA,"hard "
"Rotterdam (Netherlands), hard - 1/16-finals","1","11.02.2014 23:05","Janowicz J.",228,2,"1.44",NA,NA,NA,NA,NA,33,NA,NA,16,NA,NA,2,NA,2,32,NA,NA,"hard "
"Rotterdam (Netherlands), hard - Final","1","14.02.2016 16:45","Klizan M.",30,2,"3.75",7,2,0.64,7,8,39,59,55,26,47,22,42,35,32,64,28,51,"hard "
"Rotterdam (Netherlands), hard - Final","0","15.02.2015 16:40","Berdych T.",8,1,"1.72",9,1,0.51,6,3,41,42,23,16,40,38,34,25,24,50,6,32,"hard "
"Rotterdam (Netherlands), hard - Final","1","16.02.2014 16:10","Berdych T.",8,2,"1.44",9,0,0.56,6,3,54,60,2,18,35,55,50,32,36,2,26,54,"hard "
"Rotterdam (Netherlands), hard - Quarter-finals","1","12.02.2016 13:45","Mahut N.",41,2,"3.25",3,2,0.54,6,7,59,45,2,46,48,34,46,45,39,2,47,66,"hard "
"Rotterdam (Netherlands), hard - Quarter-finals","1","12.02.2016 15:40","Klizan M.",30,2,"3",8,6,0.63,7,7,49,40,45,22,45,32,41,30,29,58,26,47,"hard "
"Rotterdam (Netherlands), hard - Quarter-finals","1","12.02.2016 20:40","Kohlschreiber P.",27,2,"2.62",9,3,0.69,7,5,48,42,23,22,35,13,42,31,30,64,7,41,"hard "
"Rotterdam (Netherlands), hard - Quarter-finals","1","12.02.2016 23:15","Monfils G.",12,2,"1.25",9,5,0.63,6,3,48,47,56,20,35,24,42,29,30,62,13,44,"hard "
"Rotterdam (Netherlands), hard - Quarter-finals","1","13.02.2015 14:00","Berdych T.",8,2,"1.28",7,0,0.62,5,5,59,38,1,27,48,24,46,37,36,2,30,57,"hard "
"Rotterdam (Netherlands), hard - Quarter-finals","0","13.02.2015 15:35","Murray A.",2,0,"1.11",1,0,0.5,4,3,33,17,5,33,29,24,17,32,19,20,15,20,"hard "
"Rotterdam (Netherlands), hard - Quarter-finals","0","13.02.2015 20:40","Muller G.",37,0,"3.4",9,2,0.68,4,1,52,25,31,15,10,24,40,12,21,51,67,30,"hard "
"Rotterdam (Netherlands), hard - Quarter-finals","0","13.02.2015 22:20","Stakhovsky S.",93,1,"5.5",1,1,0.64,11,3,48,40,31,20,28,30,40,22,27,56,7,35,"hard "
"Rotterdam (Netherlands), hard - Semi-finals","0","13.02.2016 15:10","Mahut N.",41,1,"1.9",16,3,0.67,8,3,52,34,37,11,38,11,42,24,26,52,49,31,"hard "
"Rotterdam (Netherlands), hard - Semi-finals","1","13.02.2016 21:10","Monfils G.",12,2,"1.57",7,3,0.54,11,5,52,48,2,16,61,47,43,37,35,2,30,57,"hard "
"Rotterdam (Netherlands), hard - Semi-finals","0","14.02.2015 15:15","Simon G.",32,0,"3.25",1,0,0.49,3,1,23,26,6,34,16,1,17,3,6,19,1,9,"hard "
"Rotterdam (Netherlands), hard - Semi-finals","1","14.02.2015 20:40","Wawrinka S.",3,2,"1.61",10,3,0.66,6,3,53,49,2,7,34,1,47,14,27,2,1,37,"hard "
"Rotterdam (Netherlands), hard - Semi-finals","0","15.02.2014 15:10","Gulbis E.",101,0,"2.5",4,1,0.59,5,1,38,37,1,7,37,1,32,20,18,35,1,17,"hard "
"Rotterdam (Netherlands), hard - Semi-finals","0","15.02.2014 20:40","Sijsling I.",111,1,"3.4",7,1,0.51,6,3,48,31,39,7,25,30,32,21,23,42,6,28,"hard "
"San Jose (USA) - Qualification, hard - Final","1","11.02.2013 19:45","Smyczek T.",115,2,"1.22",0,0,1,6,3,31,1,19,38,1,30,33,35,28,38,30,39,""
"San Jose (USA) - Qualification, hard - Final","0","11.02.2013 22:00","Bogomolov A. Jr",NA,1,"1.8",0,0,1,8,3,34,1,35,32,1,18,36,30,27,47,18,39,""
"San Jose (USA) - Qualification, hard - Final","0","12.02.2013 02:10","Marchenko I.",65,0,"1.33",0,0,1,5,2,32,1,28,28,1,13,34,26,24,44,11,32,""
"San Jose (USA) - Qualification, hard - Final","0","12.02.2013 04:05","Kudla D.",128,0,"2.1",0,0,1,5,2,29,1,31,28,1,30,31,26,22,28,13,24,""
"San Jose (USA) - Qualification, hard - Final","1","13.02.2012 19:40","Lajola D.",NA,2,"3.25",NA,NA,1,6,3,34,NA,37,41,NA,26,36,38,31,51,33,47,""
"San Jose (USA) - Qualification, hard - Final","0","13.02.2012 21:25","Berankis R.",89,0,"1.44",NA,NA,1,5,1,32,NA,1,21,NA,1,34,20,18,42,1,20,""
"San Jose (USA) - Qualification, hard - Final","1","13.02.2012 22:10","Kudla D.",128,2,"1.33",NA,NA,1,7,3,41,NA,2,29,NA,16,44,29,28,2,6,42,""
"San Jose (USA) - Qualification, hard - Final","1","14.02.2012 00:50","Kutrovsky D.",645,2,"1.83",NA,NA,1,10,8,54,NA,1,55,NA,48,56,52,46,2,58,70,""
"San Jose (USA) - Qualification, hard - Quarter-finals","0","09.02.2013 19:10","Garanganga T.",495,0,"2.1",0,0,1,7,2,32,1,12,27,1,8,34,25,22,46,4,28,""
"San Jose (USA) - Qualification, hard - Quarter-finals","1","09.02.2013 19:15","Bogomolov A. Jr",NA,2,"1.4",0,0,1,7,5,45,1,50,32,1,3,47,30,32,61,23,47,""
"San Jose (USA) - Qualification, hard - Quarter-finals","0","09.02.2013 20:30","Ouellette G.",NA,1,"1.61",0,0,1,5,1,40,1,2,24,1,5,42,22,27,2,49,40,""
"San Jose (USA) - Qualification, hard - Quarter-finals","0","09.02.2013 20:30","Michalicka M.",284,0,"4.33",0,0,1,3,1,8,1,23,27,1,1,9,25,12,5,1,65,""
"San Jose (USA) - Qualification, hard - Quarter-finals","0","09.02.2013 21:45","Kern R.",644,0,"3.5",0,0,1,7,2,26,1,26,27,1,30,27,25,22,27,13,25,""
"San Jose (USA) - Qualification, hard - Quarter-finals","1","09.02.2013 23:15","Smyczek T.",115,2,"1.01",0,0,1,8,3,45,1,31,48,1,53,47,45,40,49,46,54,""
"San Jose (USA) - Qualification, hard - Quarter-finals","1","09.02.2013 23:15","Meister N.",289,2,"4.33",0,0,1,6,4,32,1,48,41,1,58,34,38,32,51,33,47,""
"San Jose (USA) - Qualification, hard - Quarter-finals","1","10.02.2013 00:15","Chvojka E.",NA,2,"1.72",0,0,1,7,5,50,1,1,41,1,30,52,38,39,61,33,52,""
"San Jose (USA) - Qualification, hard - Quarter-finals","0","10.02.2013 01:00","Kosakowski D.",NA,1,"1.25",0,0,1,5,1,27,1,1,24,1,38,29,22,20,27,67,19,""
"San Jose (USA) - Qualification, hard - Quarter-finals","1","10.02.2013 01:25","Kudla D.",128,2,"1.15",0,0,1,7,3,48,1,2,44,1,28,50,41,39,2,30,57,""
"San Jose (USA) - Qualification, hard - Quarter-finals","0","10.02.2013 02:20","Fafek D.",NA,0,"21",0,0,1,8,3,24,1,44,29,1,38,26,27,23,24,23,27,""
"San Jose (USA) - Qualification, hard - Quarter-finals","0","10.02.2013 02:35","Van der Merwe I.",NA,1,"1.36",0,0,1,3,2,25,1,37,25,1,30,27,23,21,38,8,27,""
"San Jose (USA) - Qualification, hard - Quarter-finals","0","10.02.2013 04:10","Amritraj P.",NA,1,"1.22",0,0,1,5,5,30,1,15,31,1,20,32,29,24,46,8,31,""
"San Jose (USA) - Qualification, hard - Quarter-finals","1","10.02.2013 04:30","Marchenko I.",65,2,"1.01",0,0,1,6,7,37,1,23,46,1,26,39,43,34,59,52,60,""
"San Jose (USA) - Qualification, hard - Quarter-finals","0","10.02.2013 05:55","Gregorc L.",NA,0,"2.37",0,0,1,5,1,26,1,50,12,1,1,28,11,18,38,1,20,""
"San Jose (USA) - Qualification, hard - Quarter-finals","0","10.02.2013 06:00","Kim K.",NA,1,"4",0,0,1,8,2,31,1,23,33,1,21,33,31,27,40,13,32,""
"San Jose (USA) - Qualification, hard - Quarter-finals","1","11.02.2012 19:10","Wolmarans F.",892,2,"1.22",NA,NA,1,6,2,47,NA,1,26,NA,16,49,24,29,63,62,37,""
"San Jose (USA) - Qualification, hard - Quarter-finals","1","11.02.2012 19:15","Bhambri Y.",171,2,"1.83",NA,NA,1,5,3,35,NA,23,30,NA,30,37,28,26,50,6,32,""
"San Jose (USA) - Qualification, hard - Quarter-finals","1","11.02.2012 21:25","Ball C.",NA,2,"1.3",NA,NA,1,7,3,57,NA,2,27,NA,8,59,25,37,2,2,44,""
"San Jose (USA) - Qualification, hard - Quarter-finals","0","11.02.2012 22:00","Dlouhy L.",NA,0,"3.25",NA,NA,1,5,2,15,NA,23,31,NA,38,17,29,18,20,23,24,""
"San Jose (USA) - Qualification, hard - Quarter-finals","0","11.02.2012 22:45","Zerbini P.",NA,0,"4.5",NA,NA,1,8,2,24,NA,23,29,NA,16,26,27,20,28,4,20,""
"San Jose (USA) - Qualification, hard - Quarter-finals","1","11.02.2012 23:15","Ram R.",105,2,"1.07",NA,NA,1,7,3,47,NA,1,37,NA,55,49,34,36,2,30,57,""
"San Jose (USA) - Qualification, hard - Quarter-finals","1","11.02.2012 23:55","Berankis R.",89,2,"",NA,NA,1,9,6,2,NA,1,44,NA,50,2,41,43,2,37,57,""
"San Jose (USA) - Qualification, hard - Quarter-finals","1","12.02.2012 00:35","Kim K.",NA,2,"1.61",NA,NA,1,7,4,39,NA,45,37,NA,21,40,34,31,59,13,42,""
"San Jose (USA) - Qualification, hard - Quarter-finals","1","12.02.2012 01:00","Strode B.",NA,2,"3",NA,NA,1,9,3,34,NA,23,29,NA,55,36,27,27,58,13,40,""
"San Jose (USA) - Qualification, hard - Quarter-finals","0","12.02.2012 02:50","Rettenmaier T.",NA,1,"1.15",NA,NA,1,10,5,39,NA,15,35,NA,28,41,32,29,48,16,37,""
"San Jose (USA) - Qualification, hard - Quarter-finals","1","12.02.2012 03:15","Kudla D.",128,2,"1.07",NA,NA,1,5,4,33,NA,37,41,NA,30,35,38,31,51,37,50,""
"San Jose (USA) - Qualification, hard - Quarter-finals","1","12.02.2012 04:35","Simmonds P.",1177,2,"1.08",NA,NA,1,5,3,49,NA,2,25,NA,38,50,23,31,2,11,46,""
"San Jose (USA) - Qualification, hard - Quarter-finals","0","12.02.2012 04:40","Garanganga T.",495,0,"2.1",NA,NA,1,5,2,30,NA,1,22,NA,3,32,21,21,44,67,28,""
"San Jose (USA) - Qualification, hard - Quarter-finals","1","12.02.2012 05:50","Yani M.",NA,2,"1.25",NA,NA,1,10,3,54,NA,1,31,NA,11,56,29,31,64,8,43,""
"San Jose (USA) - Qualification, hard - Quarter-finals","1","12.02.2012 06:05","Gregorc L.",NA,2,"1.28",NA,NA,1,5,3,42,NA,2,37,NA,21,44,33,31,2,23,50,""
"San Jose (USA) - Qualification, hard - Quarter-finals","1","12.02.2012 07:35","Cox D.",525,2,"2.62",NA,NA,1,6,6,34,NA,45,38,NA,24,36,35,30,53,22,45,""
"San Jose (USA) - Qualification, hard - Semi-finals","0","10.02.2013 20:10","Wettengel C.",NA,0,"7",0,0,1,4,1,23,1,37,22,1,1,25,21,19,24,1,14,""
"San Jose (USA) - Qualification, hard - Semi-finals","1","10.02.2013 20:10","Bogomolov A. Jr",NA,2,"1.22",0,0,1,8,7,39,1,55,57,1,48,41,53,41,59,58,66,""
"San Jose (USA) - Qualification, hard - Semi-finals","1","10.02.2013 21:15","Smyczek T.",115,1,"1.28",0,0,1,3,2,38,1,23,46,1,47,40,43,35,54,42,54,""
"San Jose (USA) - Qualification, hard - Semi-finals","1","10.02.2013 21:40","Chvojka E.",NA,2,"1.72",0,0,1,6,3,39,1,23,41,1,3,41,38,35,61,26,50,""
"San Jose (USA) - Qualification, hard - Semi-finals","1","10.02.2013 22:25","Kudla D.",128,2,"1.11",0,0,1,5,3,31,1,15,41,1,38,33,38,30,48,26,43,""
"San Jose (USA) - Qualification, hard - Semi-finals","0","10.02.2013 23:10","Stadler S.",NA,0,"4.5",0,0,1,5,3,26,1,35,25,1,3,28,23,22,32,11,25,""
"San Jose (USA) - Qualification, hard - Semi-finals","1","11.02.2013 00:15","Marchenko I.",65,2,"1.07",0,0,1,5,3,45,1,1,42,1,38,47,39,35,60,37,54,""
"San Jose (USA) - Qualification, hard - Semi-finals","1","11.02.2013 01:35","De Voest R.",NA,2,"1.83",0,0,1,8,3,36,1,50,38,1,26,38,35,30,53,33,49,""
"San Jose (USA) - Qualification, hard - Semi-finals","0","12.02.2012 20:10","Wolmarans F.",892,0,"2",NA,NA,1,5,1,32,NA,1,22,NA,1,33,21,20,38,1,20,""
"San Jose (USA) - Qualification, hard - Semi-finals","0","12.02.2012 20:10","Ball C.",NA,0,"2",NA,NA,1,5,1,3,NA,5,46,NA,30,3,49,15,4,26,10,""
"San Jose (USA) - Qualification, hard - Semi-finals","0","12.02.2012 21:25","Ram R.",105,0,"1.1",NA,NA,1,4,3,29,NA,28,35,NA,30,31,32,26,44,11,32,""
"San Jose (USA) - Qualification, hard - Semi-finals","1","12.02.2012 21:40","Berankis R.",89,2,"1.18",NA,NA,1,7,3,35,NA,1,38,NA,32,37,35,30,58,26,47,""
"San Jose (USA) - Qualification, hard - Semi-finals","0","12.02.2012 23:20","Almeida C.",NA,0,"6.5",NA,NA,1,3,1,18,NA,23,20,NA,1,20,19,16,24,1,14,""
"San Jose (USA) - Qualification, hard - Semi-finals","1","13.02.2012 00:35","Kudla D.",128,2,"1.36",NA,NA,1,5,3,32,NA,23,41,NA,3,34,38,31,53,33,49,""
"San Jose (USA) - Qualification, hard - Semi-finals","0","13.02.2012 02:20","Yani M.",NA,0,"1.33",NA,NA,1,4,1,34,NA,12,32,NA,3,36,30,29,42,10,33,""
"San Jose (USA) - Qualification, hard - Semi-finals","1","13.02.2012 03:30","Gregorc L.",NA,2,"2",NA,NA,1,9,3,37,NA,15,36,NA,43,39,33,30,53,18,42,""
"San Jose (USA), hard - 1/16-finals","1","12.02.2013 05:40","Malisse X.",NA,2,"1.57",0,0,1,5,3,36,1,37,33,1,43,38,31,29,50,22,41,"hard "
"San Jose (USA), hard - 1/16-finals","1","12.02.2013 07:45","Levine J.",NA,2,"1.25",0,0,1,14,5,34,1,31,43,1,42,36,40,33,51,42,52,"hard "
"San Jose (USA), hard - 1/16-finals","1","12.02.2013 19:40","Pospisil V.",123,2,"2.75",0,0,1,6,7,48,1,1,37,1,28,50,34,36,2,26,55,"hard "
"San Jose (USA), hard - 1/16-finals","0","12.02.2013 21:05","Kavcic B.",327,1,"2.75",0,0,1,4,3,36,1,6,33,1,22,38,31,28,46,20,39,"hard "
"San Jose (USA), hard - 1/16-finals","1","12.02.2013 23:50","Becker B.",97,2,"2.62",0,0,1,6,3,35,1,23,36,1,30,37,33,29,59,18,45,"hard "
"San Jose (USA), hard - 1/16-finals","0","13.02.2013 02:30","Sock J.",28,0,"1.9",0,0,1,8,2,20,1,23,22,1,3,22,21,18,24,15,24,"hard "
"San Jose (USA), hard - 1/16-finals","0","13.02.2013 04:05","Sweeting R.",NA,0,"2.75",0,0,1,5,1,32,1,23,14,1,1,34,13,19,49,1,24,"hard "
"San Jose (USA), hard - 1/16-finals","0","13.02.2013 07:45","Verdasco F.",47,0,"1.4",0,0,1,5,1,31,1,15,21,1,1,33,20,20,38,1,20,"hard "
"San Jose (USA), hard - 1/16-finals","0","13.02.2013 19:40","Cipolla F.",411,0,"3",0,0,1,6,3,25,1,39,38,1,43,27,35,26,38,26,37,"hard "
"San Jose (USA), hard - 1/16-finals","1","13.02.2013 22:30","Ebden M.",260,2,"1.66",0,0,1,6,3,38,1,37,41,1,26,40,38,33,61,33,52,"hard "
"San Jose (USA), hard - 1/16-finals","1","14.02.2013 01:35","Russell M.",NA,2,"1.9",0,0,1,7,4,29,1,43,46,1,59,31,43,31,44,42,49,"hard "
"San Jose (USA), hard - 1/16-finals","0","14.02.2013 03:20","Karlovic I.",23,1,"1.66",0,0,1,7,1,46,1,23,17,1,1,48,16,26,65,1,34,"hard "
"San Jose (USA), hard - 1/16-finals","0","14.02.2012 00:10","Van der Merwe I.",NA,0,"3.75",NA,NA,1,4,1,22,NA,1,27,NA,24,24,25,18,28,4,20,"hard "
"San Jose (USA), hard - 1/16-finals","0","14.02.2012 07:20","Dimitrov G.",24,1,"2.1",NA,NA,1,7,3,48,NA,2,22,NA,13,50,21,29,2,6,43,"hard "
"San Jose (USA), hard - 1/16-finals","1","14.02.2012 19:35","Kutrovsky D.",645,2,"1.53",NA,NA,1,8,3,34,NA,12,37,NA,53,36,34,30,47,24,42,"hard "
"San Jose (USA), hard - 1/16-finals","1","14.02.2012 21:55","Muller G.",37,2,"1.61",NA,NA,1,11,3,39,NA,31,25,NA,24,41,23,27,57,6,35,"hard "
"San Jose (USA), hard - 1/16-finals","0","15.02.2012 00:00","Sock J.",28,1,"1.9",NA,NA,1,4,2,22,NA,23,38,NA,28,25,36,24,25,26,30,"hard "
"San Jose (USA), hard - 1/16-finals","0","15.02.2012 02:25","Johnson S.",21,0,"3.75",NA,NA,1,6,3,34,NA,50,27,NA,8,36,25,24,63,62,37,"hard "
"San Jose (USA), hard - 1/16-finals","1","15.02.2012 06:15","Ginepri R.",NA,2,"1.83",NA,NA,1,9,4,38,NA,2,53,NA,53,41,50,40,2,52,66,"hard "
"San Jose (USA), hard - 1/16-finals","0","15.02.2012 07:35","Young D.",57,0,"1.61",NA,NA,1,6,2,19,NA,19,36,NA,55,21,33,22,20,23,24,"hard "
"San Jose (USA), hard - 1/16-finals","1","15.02.2012 19:40","Ebden M.",260,2,"2",NA,NA,1,8,5,34,NA,28,39,NA,30,36,36,30,52,24,43,"hard "
"San Jose (USA), hard - 1/16-finals","1","15.02.2012 22:25","Istomin D.",107,2,"2.37",NA,NA,1,8,3,40,NA,54,29,NA,28,42,27,29,59,12,42,"hard "
"San Jose (USA), hard - 1/16-finals","1","16.02.2012 00:45","Harrison R.",118,2,"1.57",NA,NA,1,7,5,34,NA,31,38,NA,20,36,35,30,57,24,46,"hard "
"San Jose (USA), hard - 1/16-finals","1","16.02.2012 03:00","Benneteau J.",251,2,"1.3",NA,NA,1,7,3,43,NA,1,37,NA,6,45,34,31,54,10,37,"hard "
"San Jose (USA), hard - 1/8-finals","0","14.02.2013 06:10","Pospisil V.",123,1,"3",0,0,1,7,5,39,1,37,20,1,38,41,19,27,58,7,39,"hard "
"San Jose (USA), hard - 1/8-finals","0","14.02.2013 08:20","Levine J.",NA,0,"2.62",0,0,1,5,1,24,1,23,14,1,1,26,13,15,24,1,14,"hard "
"San Jose (USA), hard - 1/8-finals","0","14.02.2013 19:40","Becker B.",97,1,"2.62",0,0,1,6,1,34,1,1,28,1,20,36,26,24,38,6,27,"hard "
"San Jose (USA), hard - 1/8-finals","1","14.02.2013 21:50","Falla A.",264,2,"1.66",0,0,1,4,4,30,1,34,43,1,38,32,40,31,41,42,47,"hard "
"San Jose (USA), hard - 1/8-finals","1","14.02.2013 23:35","Malisse X.",NA,2,"1.4",0,0,1,8,3,30,1,33,31,1,38,32,29,26,43,21,37,"hard "
"San Jose (USA), hard - 1/8-finals","0","15.02.2013 02:10","Smyczek T.",115,0,"1.66",0,0,1,7,1,38,1,37,26,1,1,40,24,25,38,1,20,"hard "
"San Jose (USA), hard - 1/8-finals","1","15.02.2013 03:20","Querrey S.",31,2,"1.36",0,0,1,6,1,37,1,40,25,1,24,39,23,25,51,49,29,"hard "
"San Jose (USA), hard - 1/8-finals","1","15.02.2013 06:05","Raonic M.",6,2,"1.15",0,0,1,6,3,51,1,1,32,1,47,53,30,35,2,23,52,"hard "
"San Jose (USA), hard - 1/8-finals","0","16.02.2012 05:25","Kudla D.",128,1,"5.5",NA,NA,1,7,3,39,NA,50,26,NA,57,41,24,27,59,49,33,"hard "
"San Jose (USA), hard - 1/8-finals","1","16.02.2012 08:35","Raonic M.",6,2,"1.28",NA,NA,1,6,3,45,NA,1,33,NA,28,47,31,32,61,23,47,"hard "
